"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"33","ENSG00000010278",6763.57286120907,0.241213069796995,0.0673076255817834,3.58374058974796,0.00033870848729907,0.00384378501056355,"CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]"
"34","ENSG00000011028",1865.26004861503,0.229171616474782,0.0860948101054522,2.66185169807662,0.00777121090476122,0.0455210323305315,"MRC2","mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
"35","ENSG00000011114",2084.39254418619,-0.498292610387586,0.0886283779032293,-5.62226932474897,1.88465134633173e-08,7.6913449861972e-07,"BTBD7","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]"
"36","ENSG00000011243",765.693136214918,-0.289400606263615,0.0961884448036236,-3.00868370264692,0.00262382122775232,0.0199367052312698,"AKAP8L","A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]"
"37","ENSG00000011304",9065.03922495547,-0.198824869716254,0.0615388646762311,-3.23088296741114,0.00123408458381219,0.0110104063018199,"PTBP1","polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]"
"38","ENSG00000011347",557.239524433529,0.313164313944894,0.119328335959789,2.6243918632237,0.00868038516989505,0.0494429147618063,"SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]"
"39","ENSG00000011422",1614.60428173782,0.305108721960706,0.0959164239247677,3.18098516892184,0.00146775143460293,0.0126555837102286,"PLAUR","plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"
"40","ENSG00000011426",7078.60514464545,-0.246997468506267,0.0699288010880197,-3.53212788812682,0.000412229941689597,0.00451798587129928,"ANLN","anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]"
"41","ENSG00000011523",399.846397392392,0.416163138793091,0.125727476555997,3.31004129083699,0.000932822093599893,0.0087877662797041,"CEP68","centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]"
"42","ENSG00000012211",370.605926549393,0.542955245516012,0.120970095584856,4.48834270065654,7.17793948492654e-06,0.000148094848678588,"PRICKLE3","prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]"
"43","ENSG00000012660",2271.76745326571,-0.278894997929674,0.0783663648107074,-3.55886098077077,0.000372466606517925,0.00416640921673477,"ELOVL5","ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]"
"44","ENSG00000012963",962.888026605651,-0.337846568855322,0.0830100325878843,-4.06994863539702,4.70235041156822e-05,0.000750305213360322,"UBR7","ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]"
"45","ENSG00000013364",5173.06418780737,0.321972580818634,0.0887609968688284,3.62741059898693,0.000286277850385341,0.00334591460855566,"MVP","major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]"
"46","ENSG00000013375",1060.16619720943,-0.29217404208586,0.08161544938422,-3.57988645887858,0.000343743533552907,0.00389447363313132,"PGM3","phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]"
"47","ENSG00000013588",298.591042487975,-0.837303475793354,0.138661033303317,-6.03849153468933,1.55561587108457e-09,8.05180270556142e-08,"GPRC5A","G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"48","ENSG00000014216",9017.73161354279,0.23525585239054,0.0836521513030598,2.81231084587702,0.00491869438038399,0.032145712723539,"CAPN1","calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]"
"49","ENSG00000015133",586.299519303557,0.569988448435477,0.10944330444696,5.208070528533,1.90814400978323e-07,5.93001658270499e-06,"CCDC88C","coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]"
"50","ENSG00000015479",9617.69726963892,-0.220193323291137,0.0562848978967936,-3.91212086224075,9.14891016700536e-05,0.00129918085228784,"MATR3","matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]"
"51","ENSG00000015532",1242.36173948893,0.259003628143289,0.0886608473247645,2.92128527933597,0.00348590470179504,0.0248122253690299,"XYLT2","xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]"
"52","ENSG00000015676",2357.48283085146,0.244209986530363,0.0739724729828007,3.30136301630938,0.000962163051983483,0.00897797244799914,"NUDCD3","NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]"
"53","ENSG00000016082",183.245110357093,-0.429476886633351,0.155709667031173,-2.75819025768882,0.00581223584105852,0.0366506399039406,"ISL1","ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]"
"54","ENSG00000016402",77.4103146598564,0.756956978351581,0.23588929254111,3.20895014011566,0.00133220592148873,0.0117517333513748,"IL20RA","interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]"
"55","ENSG00000018408",1059.14145162691,-0.2926448033166,0.110858924561112,-2.6397947163494,0.00829562594784325,0.0477867514805851,"WWTR1","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]"
"56","ENSG00000019144",1404.57950897803,-0.692769186983835,0.0918519361200783,-7.54223826134896,4.61972693523531e-14,5.40362548211972e-12,"PHLDB1","pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]"
"57","ENSG00000019549",4414.09539123077,-0.676318932711555,0.0962941190309809,-7.02347079465945,2.16423404946121e-12,1.89115863557331e-10,"SNAI2","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]"
"58","ENSG00000019995",1226.73575064147,-0.453449391527073,0.0823006419975646,-5.50967016199572,3.59506711793243e-08,1.37013147261305e-06,"ZRANB1","zinc finger RANBP2-type containing 1 [Source:HGNC Symbol;Acc:HGNC:18224]"
"59","ENSG00000020577",1508.05663080698,-0.604587669231234,0.0968983470122526,-6.23940126816389,4.39248891884706e-10,2.56891428698713e-08,"SAMD4A","sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]"
"60","ENSG00000021826",836.400445134935,0.313468099471313,0.0940884570832504,3.33163184081075,0.000863383927775172,0.00824795385665606,"CPS1","carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]"
"61","ENSG00000022976",257.642776735987,0.396033647529654,0.143609978478069,2.75770285412397,0.00582090842314811,0.0366707356343788,"ZNF839","zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]"
"62","ENSG00000023892",798.117927768149,0.30534352720578,0.103508181041503,2.94994583165699,0.00317829647592113,0.0230873321025958,"DEF6","DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]"
"63","ENSG00000023902",199.197602255092,-0.824876674727029,0.161624663764484,-5.10365593662748,3.33153748069813e-07,9.81944231662119e-06,"PLEKHO1","pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]"
"64","ENSG00000023909",597.394890112425,-0.629392588827687,0.0969814582936293,-6.48982393028248,8.59367454330999e-11,5.47892855540214e-09,"GCLM","glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]"
"65","ENSG00000025708",2293.01588777251,0.778235906452739,0.111469301695935,6.98161641467533,2.9180295857171e-12,2.46291644862657e-10,"TYMP","thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]"
"66","ENSG00000026025",6442.32747847297,-0.296478704408967,0.084973227695625,-3.48908370847059,0.000484679343802022,0.00516492944919586,"VIM","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]"
"67","ENSG00000026103",814.649343183664,-0.524854122127713,0.0970473422143761,-5.40822767684166,6.36514773440201e-08,2.28405067280507e-06,"FAS","Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]"
"68","ENSG00000026950",124.906294957835,0.583025945882598,0.188117595020977,3.09926323381705,0.00194002569105919,0.0157999351100243,"BTN3A1","butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]"
"69","ENSG00000029153",3757.54603186967,-0.214222889561613,0.0735138158900677,-2.91404937926174,0.00356773468765614,0.0252014735069577,"ARNTL2","aryl hydrocarbon receptor nuclear translocator like 2 [Source:HGNC Symbol;Acc:HGNC:18984]"
"70","ENSG00000029363",7210.43138552534,-0.304641319618889,0.0783285287728828,-3.88927667085655,0.000100543443883674,0.00140505442981372,"BCLAF1","BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]"
"71","ENSG00000029993",1635.32842762016,-0.318358258290905,0.080925515541414,-3.93396639071127,8.35554719415928e-05,0.00120389576691791,"HMGB3","high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]"
"72","ENSG00000031003",419.070954875209,-1.17472318341005,0.129731428003202,-9.05503933388493,1.36518575070969e-19,2.66839925352533e-17,"FAM13B","family with sequence similarity 13 member B [Source:HGNC Symbol;Acc:HGNC:1335]"
"73","ENSG00000033178",5955.03759491726,-0.187249557493827,0.0632918756324394,-2.95850858617713,0.0030913162972841,0.0225547660098994,"UBA6","ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]"
"74","ENSG00000033627",651.936466524466,0.288487082224804,0.103249118050491,2.79408761713323,0.00520463750742953,0.0336005607009412,"ATP6V0A1","ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"75","ENSG00000033867",1884.52693412265,0.204808649976626,0.0773994003798898,2.64612708847083,0.00814192210242486,0.0471533149440629,"SLC4A7","solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]"
"76","ENSG00000034053",142.950538928225,-0.533823171988869,0.200222599977086,-2.66614843703938,0.00767258077499882,0.0451212143359491,"APBA2","amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]"
"77","ENSG00000034677",946.472517418871,-0.433702135875462,0.0867277907169548,-5.00072851262744,5.71140896521732e-07,1.56826211050468e-05,"RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]"
"78","ENSG00000035403",10296.748181486,-0.233460219314072,0.0587865630641174,-3.97131941629997,7.14756698450008e-05,0.00106389887329408,"VCL","vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
"79","ENSG00000035928",2685.5660009051,-0.202862979788003,0.0757780986098403,-2.67706611157515,0.00742699784596862,0.0439378944650991,"RFC1","replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]"
"80","ENSG00000036054",1507.52019068465,-0.245892838321126,0.0788547640608653,-3.11830034937813,0.0018189733322621,0.015053397688442,"TBC1D23","TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622]"
"81","ENSG00000037637",912.890788158302,-0.258956573657241,0.0914745601656499,-2.83091356972146,0.00464152616726371,0.0307126375121169,"FBXO42","F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]"
"82","ENSG00000038295",150.908945563768,-1.01413433095948,0.183174000019225,-5.53645348604627,3.08657761663708e-08,1.18478321692878e-06,"TLL1","tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]"
"83","ENSG00000038427",112.275409680578,-0.830606229503028,0.207653331358144,-3.99996582800043,6.33516307842077e-05,0.000957363657476506,"VCAN","versican [Source:HGNC Symbol;Acc:HGNC:2464]"
"84","ENSG00000039068",15306.8366645016,0.216640142536166,0.0673291586763428,3.21762735188145,0.00129255630994266,0.0114427437331336,"CDH1","cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"85","ENSG00000039319",1376.94219094434,-0.242416441269706,0.0753505801489267,-3.21718082051369,0.00129456980862823,0.0114537430060586,"ZFYVE16","zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]"
"86","ENSG00000039560",2020.30419121244,-0.380098074802195,0.0979754407487318,-3.87952401027719,0.000104661070299368,0.00145128692941264,"RAI14","retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]"
"87","ENSG00000040199",406.080920875959,-0.392735525972193,0.11850123917949,-3.31418919069132,0.000919092967942471,0.00869072313099008,"PHLPP2","PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]"
"88","ENSG00000040487",269.132410671237,0.378926267967269,0.137434100875987,2.7571488120637,0.00583078089955345,0.0367173591618765,"SLC66A1","solute carrier family 66 member 1 [Source:HGNC Symbol;Acc:HGNC:26001]"
"89","ENSG00000040531",462.608668740863,0.315566780766379,0.119957647076748,2.63065163794419,0.00852213415282783,0.0487939130986378,"CTNS","cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]"
"90","ENSG00000041353",935.039667421677,0.238595577599761,0.0873207530743486,2.73240402996308,0.00628739857842148,0.03876278884473,"RAB27B","RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]"
"91","ENSG00000041982",8761.12648518378,-0.329584006554435,0.0982485081512343,-3.35459553286147,0.000794811034963374,0.00773210080182116,"TNC","tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]"
"92","ENSG00000044459",281.642626060301,-0.601615952232797,0.161322776471047,-3.72926852235754,0.000192036425176375,0.00241754330169072,"CNTLN","centlein [Source:HGNC Symbol;Acc:HGNC:23432]"
"93","ENSG00000047056",520.07091381222,-0.325263960507301,0.116221071884387,-2.79866598400385,0.00513141882350146,0.0332746461885309,"WDR37","WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]"
"94","ENSG00000047932",1837.93764443813,-0.215596615430769,0.0822520567450411,-2.62116990094314,0.008762857864938,0.049760035773568,"GOPC","golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]"
"95","ENSG00000048052",269.517503793949,-0.454857559566678,0.158627873819198,-2.86745039579309,0.00413793665392854,0.0281838830784541,"HDAC9","histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]"
"96","ENSG00000048405",1140.51494394778,-0.282927476462184,0.0777333490986294,-3.63971808423178,0.000272936694790964,0.00322473152222872,"ZNF800","zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]"
"97","ENSG00000048471",1253.93001244459,-0.330245101082487,0.0822777280601749,-4.01378488284166,5.97528069381604e-05,0.000918869510420675,"SNX29","sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]"
"98","ENSG00000049192",649.562379105952,-0.405117022843296,0.105572368673262,-3.83733952296838,0.000124374459163394,0.00168421384765016,"ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]"
"99","ENSG00000049283",1145.69654050465,0.529305347575749,0.0942171127889754,5.61793215592661,1.93256348974826e-08,7.86526866855078e-07,"EPN3","epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]"
"100","ENSG00000049449",1736.82511392824,-0.233638891659255,0.081658333435667,-2.86117634084858,0.00422072216621576,0.0286034798262477,"RCN1","reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934]"
"101","ENSG00000049541",1126.79327927469,-0.234426709762183,0.0817738091944233,-2.86677008288578,0.00414684154847379,0.028218658361236,"RFC2","replication factor C subunit 2 [Source:HGNC Symbol;Acc:HGNC:9970]"
"102","ENSG00000049759",1101.4018407981,-0.475884086733258,0.093369279046569,-5.09679512996888,3.4545182667333e-07,1.01017458370715e-05,"NEDD4L","NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]"
"103","ENSG00000050130",874.281135757468,-0.397270285634759,0.0849606428540591,-4.67593314138604,2.92619938924007e-06,6.60618418345916e-05,"JKAMP","JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]"
"104","ENSG00000050165",4074.70008469525,-0.185940946556168,0.0632230144559861,-2.9410325995388,0.00327120105202962,0.0235320540570944,"DKK3","dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]"
"105","ENSG00000050405",16556.342583616,-0.520305903494488,0.0745098653194037,-6.98304716112526,2.88845393123587e-12,2.45188475134336e-10,"LIMA1","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]"
"106","ENSG00000050820",2776.40188595756,-0.517198241984694,0.0777527294361416,-6.65183390648002,2.89463261991513e-11,2.03790367624831e-09,"BCAR1","BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]"
"107","ENSG00000051108",706.667322798532,-1.02237985873449,0.0987216606870862,-10.3561857815083,3.92295030659544e-25,1.02237590885044e-22,"HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744]"
"108","ENSG00000051128",1464.87093422051,-0.242061944872754,0.0759668369876918,-3.18641600033937,0.00144047310266619,0.0124843803617889,"HOMER3","homer scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]"
"109","ENSG00000052344",956.17121526151,0.478630001046338,0.110024062649282,4.35023020893206,1.35994683341462e-05,0.00025669644485863,"PRSS8","serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]"
"110","ENSG00000052802",9942.86139837443,0.269069007383005,0.0646176199824881,4.1640191553933,3.12693863558613e-05,0.000521331912812929,"MSMO1","methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]"
"111","ENSG00000052841",1579.02303152953,-0.336486093531057,0.0803655521651304,-4.18694433704214,2.82735129211028e-05,0.000480003467934836,"TTC17","tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596]"
"112","ENSG00000053254",593.344747683402,-0.379860982484264,0.118811079685319,-3.19718483739359,0.00138775969340633,0.012112320943332,"FOXN3","forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]"
"113","ENSG00000053747",93275.2696560216,-0.353023997413438,0.0740075538702481,-4.77010763026121,1.84127510528053e-06,4.42591289465086e-05,"LAMA3","laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]"
"114","ENSG00000054118",6697.00653810082,-0.303047253652487,0.077793176774598,-3.8955505639081,9.79759191052017e-05,0.00137564487552719,"THRAP3","thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]"
"115","ENSG00000054598",640.310574951015,-0.387277968269368,0.118093296338417,-3.27942381385947,0.00104019292034532,0.00957970603331047,"FOXC1","forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]"
"116","ENSG00000054965",1239.7589062637,-0.253243817445952,0.0843603157264363,-3.00193065027366,0.00268273283756039,0.0202294397471876,"FAM168A","family with sequence similarity 168 member A [Source:HGNC Symbol;Acc:HGNC:28999]"
"117","ENSG00000055208",1314.805544384,-0.385798106119206,0.107650987610921,-3.58378603560593,0.000338649530446172,0.00384378501056355,"TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]"
"118","ENSG00000057019",13028.0850289366,-0.36380575276875,0.0649809891494984,-5.59864904382667,2.16028629410834e-08,8.72039480950529e-07,"DCBLD2","discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]"
"119","ENSG00000057252",1899.58918836021,-0.302874989422485,0.0790941865228203,-3.82929520787345,0.000128510774930808,0.00173075934868282,"SOAT1","sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]"
"120","ENSG00000057704",2199.46743639238,-0.344230530349143,0.0711997685395921,-4.83471417688284,1.3333707738085e-06,3.31779277134426e-05,"TMCC3","transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199]"
"121","ENSG00000057757",1246.59298085814,-0.265493391815204,0.0893215610875859,-2.97233264379325,0.00295546285805723,0.021766683567893,"PITHD1","PITH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022]"
"122","ENSG00000058085",226514.298847142,-0.326538947651755,0.0524842478806176,-6.22165622711239,4.91933981762288e-10,2.83191365351855e-08,"LAMC2","laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]"
"123","ENSG00000058091",271.434827243898,-0.722793042961675,0.143186863024694,-5.0479005384525,4.46691577470444e-07,1.26875781707905e-05,"CDK14","cyclin dependent kinase 14 [Source:HGNC Symbol;Acc:HGNC:8883]"
